SA2,SA2 NAME,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19
108011153,Forster-Tuncurry Region,2961,2986,3085,3163,3318,51,51,51,52,51,116960039,126785917,134860165,143213557,156981115,31340,33963,34484,34930,36883,39500,42460,43715,45278,47312
108011154,Tuncurry,2578,2627,2661,2691,2753,54,53,54,54,54,102115451,108996530,107845200,115748855,116957135,31121,32623,32672,32915,33500,39610,41491,40528,43013,42484
108021155,Kempsey,5874,6029,6010,6124,6155,46,46,46,46,46,246242810,256451881,258961988,273824334,283688305,36962,37903,38346,39733,41580,41921,42536,43089,44713,46091
108021156,Kempsey Region,4523,4375,4612,4675,4726,51,51,50,50,50,178566713,181962886,192356725,198087512,202222862,32554,34446,34743,35614,36753,39480,41592,41708,42372,42789
108021157,Macksville - Scotts Head,2293,2302,2318,2369,2398,49,49,49,48,49,93448961,100968643,102387249,110198673,109506392,34367,37049,37587,38624,37884,40754,43861,44171,46517,45666
108021158,Nambucca Heads,2665,2631,2695,2722,2829,52,52,51,52,51,112514437,110874405,110290522,115615805,120678745,33699,34540,33373,35292,35368,42219,42142,40924,42475,42658
108021159,Nambucca Heads Region,3702,3763,3842,3962,3960,50,50,50,50,50,147586383,152528657,160009863,165441817,170599423,32540,33640,33873,34533,36291,39867,40534,41648,41757,43081
108021160,South West Rocks,2330,2359,2450,2494,2566,52,52,53,53,53,97429133,103564555,106649092,110580732,116477082,31495,34125,34631,34119,36088,41815,43902,43530,44339,45392
108031161,Lord Howe Island,295,286,304,302,317,49,46,48,47,46,14210756,13983421,19032747,17122182,20416128,36700,41094,42647,43559,50737,48172,48893,62608,56696,64404
108041162,Laurieton - Bonny Hills,7955,8187,8477,8777,8939,51,52,52,52,52,338301770,353963081,372297966,387674114,407026691,35057,35309,35739,36280,37269,42527,43235,43919,44169,45534
108041163,Port Macquarie - East,15719,15450,16012,16204,16282,48,47,48,48,48,805470741,812825662,858352967,894801424,925666908,40220,41538,42087,43023,44534,51242,52610,53607,55221,56852
108041164,Port Macquarie - West,7907,8138,8901,9297,9691,47,47,46,46,46,375308801,399814187,434557335,463291886,499269693,38682,40038,40216,41453,42635,47465,49129,48821,49832,51519
108041165,Port Macquarie Region,2942,2957,3090,3153,3160,50,50,50,50,49,124277660,130897683,138458518,138704188,141117596,33543,35518,37175,36624,37410,42243,44267,44809,43991,44657
108041166,Wauchope,5445,5508,5703,5972,6162,47,47,47,47,46,255420209,260291432,274491629,294949576,316489058,38477,39363,40025,41794,43478,46909,47257,48131,49389,51361
108051167,Gloucester,2508,2519,2550,2576,2548,51,52,53,52,52,102749098,107850916,108077766,106967448,112315144,32227,33419,32773,33502,36093,40969,42815,42383,41525,44080
108051168,Old Bar - Manning Point - Red Head,5283,5419,5661,5901,6093,51,51,51,51,50,248852285,254588842,273072055,289585625,302911335,37343,37206,38260,39677,40337,47104,46981,48237,49074,49715
108051169,Taree,8614,8708,8710,8839,8946,47,47,47,47,46,376258691,390855250,399150343,411778689,429085489,37180,38496,39439,40562,41882,43680,44885,45827,46587,47964
108051170,Taree Region,5790,5947,6142,6263,6359,52,52,53,53,52,231105138,242929078,254003391,261171863,270153188,31509,33427,33477,33260,34853,39915,40849,41355,41701,42484
108051171,Wingham,2525,2492,2501,2525,2613,47,48,48,48,47,105468079,108183218,109711761,116208095,122577571,37950,39666,40275,41522,43594,41770,43412,43867,46023,46911
109011172,Albury - East,8302,8791,9040,9405,9783,42,41,42,42,41,481098485,504195171,531959558,573159032,611458296,48668,48936,50815,52179,54512,57950,57354,58845,60942,62502
109011173,Albury - North,5116,5237,5312,5480,5580,42,42,43,43,43,244214579,257912202,265627549,283440689,294749518,42191,43100,44160,45562,47292,47735,49248,50005,51723,52822
109011174,Albury - South,6505,6552,6404,6447,6327,47,47,47,47,48,396275503,405769322,399060952,402960639,409281549,46296,47377,48013,49689,50903,60919,61931,62314,62504,64688
109011175,Albury Region,6639,6470,6966,7045,7017,48,48,48,48,48,351820325,347306921,371844650,385628896,377117189,42621,43371,44263,44927,45952,52993,53680,53380,54738,53743
109011176,Lavington,7306,7318,7417,7567,7727,43,43,43,43,42,329065519,335689560,343800378,356857264,372341392,41084,41725,42042,43328,44483,45040,45872,46353,47160,48187
109021177,Hay,1777,1759,1757,1709,1690,47,47,47,47,48,85573634,83813118,88684181,91230351,82578390,39424,39530,42379,44833,44329,48156,47648,50475,53382,48863
109021178,Wentworth - Buronga,2943,2652,3005,3130,3191,48,46,47,46,46,138737375,129687041,160060741,170221740,181934020,38742,39473,41977,43639,45191,47141,48902,53265,54384,57015
109021179,Wentworth-Balranald Region,1705,1723,1802,1804,1896,46,46,46,46,46,82622768,87254935,98416875,99078005,93577124,40284,40329,43513,45524,43450,48459,50641,54615,54921,49355
109031180,Corowa,3287,3240,3180,3203,3176,48,49,49,50,49,157327178,157343820,152800885,155207581,156636237,40459,40378,41967,43275,44795,47863,48563,48051,48457,49319
109031181,Corowa Region,3635,3649,3773,3763,3838,49,48,48,49,48,181246137,184022005,176529332,183502253,186233344,41046,41676,40060,42112,43234,49861,50431,46788,48765,48524
109031182,Deniliquin,4863,4071,4524,4378,4312,47,47,48,48,48,238484035,190846229,217415772,220129145,219539451,41247,41287,41808,44503,45732,49041,46879,48058,50281,50914
109031183,Deniliquin Region,3004,2951,3090,3345,3348,49,49,50,50,49,136945595,120526250,142259909,162110997,152354303,36020,34781,35987,38537,37000,45588,40843,46039,48464,45506
109031184,Moama,3095,3026,3260,3333,3419,46,46,46,46,46,159081052,158025559,174873068,186597850,196808162,42111,43425,43607,46176,48032,51399,52223,53642,55985,57563
109031185,Tocumwal - Finley - Jerilderie,5301,5262,5231,5299,5234,49,48,48,48,48,250828541,251055138,244468708,251651568,253872133,38537,38409,38652,40121,41939,47317,47711,46735,47490,48504
110011186,Armidale,12135,12300,12371,12686,12714,45,44,44,43,43,620800215,638174404,646870187,681925448,709890172,41403,41897,42158,43678,46003,51158,51884,52289,53754,55835
110011187,Armidale Region - North,2330,2359,2467,2461,2498,48,48,47,47,47,92788708,103476222,111776625,113582357,106110659,33848,36934,37139,36982,36097,39823,43864,45309,46153,42478
110011188,Armidale Region - South,3297,3247,3317,3411,3425,48,48,48,48,48,148165774,152536817,161946158,170723675,167736569,38214,40233,41048,41319,42188,44940,46978,48823,50051,48974
110011189,Walcha,1942,1860,1913,1908,1885,50,51,51,51,52,81479577,89663377,89296647,90806814,81108958,35927,38695,38587,39680,38174,41957,48206,46679,47593,43029
110021190,Glen Innes,4235,4153,4229,4251,4222,50,49,49,49,49,157167766,170941139,177672324,182717359,170955493,31262,34058,35166,35574,35216,37112,41161,42013,42982,40492
110021191,Inverell,5815,5923,5887,5962,5976,44,44,45,44,44,263854910,281771895,283036861,294088597,302768770,40329,42013,42425,43809,44904,45375,47572,48078,49327,50664
110021192,Inverell Region - East,2199,2190,2276,2405,2443,47,47,47,47,48,83406209,91372165,96924800,100221141,87003409,33558,35009,36516,36771,34613,37929,41722,42586,41672,35613
110021193,Inverell Region - West,2772,2753,2770,2870,2853,48,48,48,49,49,103847951,121171911,124988130,124180301,95961358,32376,36857,37471,37601,30974,37463,44014,45122,43268,33635
110021194,Tenterfield,3030,3044,3067,3113,3163,52,53,53,54,53,105160101,108824922,112476731,111802037,116295224,29081,30036,29255,28976,29591,34706,35751,36673,35915,36767
110031195,Moree,4753,4039,4670,4395,4298,43,42,43,42,43,275351465,227237179,288102709,294734541,254111804,46240,47398,49311,50423,51529,57932,56261,61692,67061,59123
110031196,Moree Region,2414,2233,2575,2821,2688,44,44,42,43,43,119082862,181945158,201087591,154939331,103313716,41024,49709,51751,46614,42150,49330,81480,78092,54924,38435
110031197,Narrabri,4097,3687,4060,4017,4031,45,43,44,44,43,223891259,205786768,237313849,238195406,236459789,44750,46581,47654,49906,50503,54648,55814,58452,59297,58660
110031198,Narrabri Region,2497,2291,2420,2656,2617,46,46,46,46,47,119901194,119714549,132237002,136864282,113739317,37779,42684,44629,43821,40998,48018,52254,54643,51530,43462
110041199,Gunnedah,4864,4534,4936,4997,4998,43,41,42,41,41,274123845,267886374,298062358,318649625,324724473,44700,46380,48927,50652,52844,56358,59084,60385,63768,64971
110041200,Gunnedah Region,2190,2149,2287,2373,2348,45,45,45,45,46,116220572,117961191,126712209,131248068,108803740,42139,43136,42443,43510,40746,53069,54891,55405,55309,46339
110041201,Quirindi,3933,3827,3885,3932,3870,48,48,48,48,48,182715661,189733411,195449560,203077598,169586658,38218,40571,41585,42437,40224,46457,49578,50309,51647,43821
110041202,Tamworth - East,10849,10852,11130,11359,11568,43,43,42,42,42,531880808,549958500,569543939,606493749,628814252,43293,44124,45465,47567,48796,49026,50678,51172,53393,54358
110041203,Tamworth - North,7993,8390,8679,8975,9267,43,43,43,42,41,444536596,482149989,500976097,531652254,556820185,46668,47765,48866,50237,51476,55616,57467,57723,59237,60086
110041204,Tamworth - West,2423,2399,2614,2634,2672,37,37,37,37,37,105399385,107380413,118598684,123505049,127433482,41926,42814,43622,45023,46972,43500,44760,45371,46889,47692
110041205,Tamworth Region,9887,9864,10353,10558,10646,47,47,47,47,47,477503144,496481297,530704820,547641541,528493249,41244,43185,43484,44773,44459,48296,50333,51261,51870,49642
111011206,Belmont - Bennetts Green,9526,9651,9778,9878,10061,45,45,45,45,45,552533344,568480147,580546235,609643033,627564409,45520,46891,47057,49179,50680,58003,58904,59373,61717,62376
111011207,Belmont South - Blacksmiths,2789,2807,2894,2964,2999,46,47,47,47,48,146479837,149479362,154868747,161678140,169388502,42490,43153,43849,45189,47739,52521,53252,53514,54547,56482
111011208,Charlestown - Dudley,13675,13846,14014,14195,14494,42,42,42,42,42,800565230,825334946,842838860,883038752,937159465,47714,48793,49328,51842,54171,58542,59608,60143,62208,64658
111011209,Glendale - Cardiff - Hillsborough,12940,13081,13288,13578,13843,42,42,42,42,41,744684338,769633452,783230510,817920171,868204174,48815,49922,50364,52249,54229,57549,58836,58943,60239,62718
111011210,Mount Hutton - Windale,3817,3887,4016,4126,4258,43,42,43,43,42,196788020,205259475,209386695,223281637,235030284,43823,44924,45230,47610,48824,51556,52807,52138,54116,55197
111011211,Redhead,1908,1952,1982,1978,1999,46,46,46,47,47,125775658,132969963,136623443,143144966,155773129,49496,50459,51342,52590,56270,65920,68120,68932,72369,77926
111011212,Swansea - Caves Beach,5826,5954,6032,6237,6469,47,47,47,48,47,323566636,337174277,343225174,369552871,394742005,42791,44415,44583,46664,48684,55538,56630,56901,59252,61021
111011213,Valentine - Eleebana,7586,7583,7641,7800,7707,48,48,48,48,48,508712354,510006066,512951039,534929330,546838576,49652,50318,51319,51894,54385,67059,67257,67131,68581,70953
111011214,Warners Bay - Boolaroo,7624,7789,7871,8105,8304,46,46,46,46,46,448671301,470516112,479251531,509584321,544744799,46443,47986,49042,51166,53253,58850,60408,60888,62873,65600
111021215,Bolton Point - Teralba,4197,4328,4368,4579,4792,45,45,45,45,45,214899454,224090132,229410715,247532262,267724693,43662,44215,45530,47805,49422,51203,51777,52521,54058,55869
111021216,Bonnells Bay - Silverwater,4515,4615,4862,4979,5020,46,46,46,46,46,231434894,241954372,258426380,272401537,281474726,41640,42974,43763,45715,47755,51259,52428,53152,54710,56071
111021217,Edgeworth - Cameron Park,7042,7531,7816,8049,8442,40,39,39,39,39,401742482,439085192,463630817,489828721,532125175,49999,51413,52672,54017,56125,57049,58304,59318,60856,63033
111021218,Morisset - Cooranbong,7225,7409,7932,8214,8486,46,46,46,45,45,368159857,383027072,415215635,441445316,467423682,41002,41711,42772,44576,46012,50956,51698,52347,53743,55082
111021219,Toronto - Awaba,7003,7015,7174,7373,7539,48,47,48,47,48,399273224,413972994,432859823,440925802,457506517,43357,44188,44610,45561,47480,57015,59013,60337,59803,60685
111021220,Wangi Wangi - Rathmines,5075,5090,5146,5309,5327,49,50,49,49,49,290676645,290867264,292431177,313022587,327236524,44650,45171,44338,46843,48308,57276,57145,56827,58961,61430
111021221,West Wallsend - Barnsley - Killingworth,3460,3541,3709,3891,4053,42,41,42,41,41,183117057,189976302,202230109,219722571,236073340,46551,48402,49487,51595,52975,52924,53650,54524,56469,58247
111031222,Adamstown - Kotara,9162,9260,9393,9553,9745,43,43,43,43,42,544351272,559786365,579823284,608966060,651713798,49472,50615,51133,53204,56850,59414,60452,61729,63746,66877
111031223,Beresfield - Hexham,3939,4103,4113,4260,4384,43,42,42,41,41,188151431,197495463,197723992,211510226,230178405,42674,42000,42320,45233,47348,47766,48134,48073,49650,52504
111031224,Hamilton - Broadmeadow,6640,6727,6923,7133,7311,42,42,42,42,42,433139083,442879440,463932664,494071226,515665507,49329,49963,51184,52935,54307,65232,65836,67013,69266,70533
111031225,Lambton - New Lambton,9488,9629,9829,10023,10094,43,44,44,44,44,615212154,646949020,667682623,702743802,731783276,52000,54253,54256,56327,58579,64841,67188,67930,70113,72497
111031226,Maryland - Fletcher - Minmi,7254,7485,8094,8479,8774,40,41,40,40,40,436347440,457053731,492075945,532757236,562125109,51748,52655,52851,55258,56110,60153,61063,60795,62833,64067
111031227,Mayfield - Warabrook,7752,7788,8113,8250,8480,38,38,38,38,38,407646357,419844416,440795557,464666572,500443165,47125,47869,48374,50429,52794,52586,53909,54332,56323,59015
111031228,Merewether - The Junction,8970,8900,9101,9230,9345,43,44,43,44,44,727882746,736659188,778568580,821455618,851472941,56590,57283,58049,59529,63659,81146,82771,85548,88998,91115
111031229,Newcastle - Cooks Hill,7167,7291,7703,7898,7974,39,39,39,40,40,584917663,596564668,635866229,705369484,726115979,55907,56505,57578,59816,61524,81613,81822,82548,89310,91060
111031230,Newcastle Port - Kooragang,np,np,12,17,8,np,np,52,46,51,np,np,736354,866999,388578,np,np,40249,38680,37066,np,np,61363,51000,48572
111031231,Shortland - Jesmond,4245,4434,4733,5011,5308,34,34,33,33,32,177384961,189385636,201671588,222965094,242936885,35909,37258,35932,38257,38938,41787,42712,42610,44495,45768
111031232,Stockton - Fullerton Cove,3439,3639,4068,4238,4390,48,48,47,46,46,197620206,213733975,240353023,256893518,275930284,47227,48040,49060,51239,53692,57464,58734,59084,60617,62854
111031233,Wallsend - Elermore Vale,10115,10070,10294,10563,10816,43,43,42,41,41,545753432,547830669,565931980,601578127,631736287,45681,46648,47082,49501,50759,53955,54402,54977,56951,58408
111031234,Waratah - North Lambton,6038,6063,6316,6474,6610,39,38,38,38,38,321337128,326871293,343460654,374824308,395573585,47224,47825,48093,51050,53370,53219,53912,54379,57897,59845
111031235,Wickham - Carrington - Tighes Hill,4716,4728,4869,5068,5350,37,38,38,38,38,271547913,282512300,299600582,325011957,353171988,49130,50488,53424,55223,56552,57580,59753,61532,64130,66013
112011236,Ballina,8938,9251,9519,9713,9883,50,50,50,50,50,401784615,431971745,439742986,476118237,493734247,36856,38117,38455,40426,42102,44952,46695,46196,49019,49958
112011237,Ballina Region,9574,9884,10018,10267,10458,49,49,49,48,48,462381438,504741290,513384034,550960939,570972555,38321,39782,40123,41982,43457,48296,51067,51246,53663,54597
112011238,Bangalow,3773,3910,4004,4164,4350,47,46,46,46,46,203645907,213332682,226736081,237558294,273443913,33257,35210,36816,37805,39994,53975,54561,56627,57051,62861
112011239,Brunswick Heads - Ocean Shores,4618,4814,5023,5166,5323,47,47,47,46,46,200344710,211258496,220705925,238666880,256293882,33507,34186,35282,36472,38261,43383,43884,43939,46200,48148
112011240,Byron Bay,6879,7177,7422,7461,7746,41,40,40,40,39,343100482,373358838,397609702,407060343,439663650,32900,33722,33570,35241,36175,49877,52022,53572,54558,56760
112011241,Evans Head,2502,2513,2643,2725,2743,48,48,49,49,48,109225243,113658259,119611505,130848289,135372916,37237,38322,39136,40424,42793,43655,45228,45256,48018,49352
112011242,Lennox Head - Skennars Head,4968,5209,5365,5544,5711,46,46,46,46,47,288836743,306616382,321635247,346243308,363032459,42037,43123,44947,45565,47536,58139,58863,59951,62454,63567
112011243,Mullumbimby,4488,4657,4872,5070,5348,48,48,48,48,47,181938267,185541453,200385468,218219055,231999516,29247,29171,30287,31061,32131,40539,39841,41130,43041,43381
112021244,Casino,5274,5286,5441,5671,5749,45,45,45,45,44,225618013,228143674,239807092,249547664,264259708,40221,40210,40912,41668,44315,42779,43160,44074,44004,45966
112021245,Casino Region,3207,3208,3428,3534,3600,49,48,49,49,48,122005549,128978791,137321263,140894878,143962841,34444,35954,36037,35732,36880,38044,40205,40059,39868,39990
112021246,Goonellabah,6621,6627,6702,6877,7037,44,45,45,44,44,313409084,325547818,329630447,348561797,366380789,41641,43339,43750,44874,46381,47336,49124,49184,50685,52065
112021247,Kyogle,3552,3542,3695,3787,3815,50,50,50,50,51,135861103,141867979,148560972,155597722,158649279,31445,32708,33275,33331,34140,38249,40053,40206,41087,41586
112021248,Lismore,7464,7589,7524,7741,7878,44,44,45,44,44,326533372,338215982,336705467,353732309,374372087,38747,39734,40344,41317,43466,43748,44567,44751,45696,47521
112021249,Lismore Region,8508,8544,9026,9182,9328,50,50,49,49,49,388800004,403496748,432631195,447416596,468418586,36311,37308,37990,38857,40413,45698,47226,47932,48728,50216
112031250,Kingscliff - Fingal Head,6664,7127,7640,7955,8208,46,46,46,46,46,383608229,422388935,468793335,502886610,547582642,42009,43513,43965,45819,47677,57564,59266,61360,63216,66713
112031251,Murwillumbah,4191,4402,4486,4570,4716,46,47,46,46,46,177240575,191382780,197345799,205267115,217809416,36999,37583,38096,39564,40844,42291,43476,43991,44916,46185
